id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
239	No candidate mentioned	1	yes	1	Neutral	0.6222	Foreign Policy	1		BeetaBenjy		38				8/7/15 9:53	6.30E+17	"Los Angeles, CA"	Pacific Time (US & Canada)		"RT @ChadPergram: Rep Engel is 2nd major Jewish Democrat to announce opposition to Iran deal during #GOPDebate, following Schumer opposition."
13495	Donald Trump	1	yes	1	Positive	1	FOX News or Moderators	1		rocusa		66				8/6/15 19:03	6.29E+17	USA	Central Time (US & Canada)		RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
10842	Donald Trump	1	yes	1	Positive	0.3333	None of the above	1		0ohblah		78				8/6/15 19:48	6.29E+17		Casablanca		RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate #GOPDebates
4673	Donald Trump	0.4211	yes	0.6489	Negative	0.6489		0.2278		GetUpStandUp2		1				8/7/15 8:46	6.30E+17	Washington State	Pacific Time (US & Canada)		5 Frighteningly Sexist Donald Trump Quotes http://t.co/cwyUuL8JKn via @bustle #TheDonald #TrumpMisogonist #GOPdebate #Women #Misogyny
7692	Donald Trump	1	yes	1	Negative	1	Women's Issues (not abortion though)	0.6349		AmberRhea5		0				8/7/15 8:01	6.30E+17	I'm somewhere ignoring Louis.	Atlantic Time (Canada)		"George Bush may have hated black people, but @realDonaldTrump hates all women.And Mexicans.#GOPDebate #whatadick #ohmygodihatehimsomuch"
12046	Donald Trump	1	yes	1	Positive	0.6778	FOX News or Moderators	1		MeOnAJourney		66				8/6/15 19:26	6.29E+17				RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
7126	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6719		4MrBreitbart		0				8/7/15 8:10	6.30E+17	AGovtThatRobsPeterToPayPaulCan	Pacific Time (US & Canada)		Who gives a damn? . For Christ's sake. Toughen up buttercup!So sick of politically correct bull chyt !#GOPDebate https://t.co/ASQuafnuBu
11371	Ben Carson	1	yes	1	Neutral	1	None of the above	1		bg2000		0				8/6/15 19:38	6.29E+17	Minneapolis	Central Time (US & Canada)		"#gopdebates Carson, that is what W Bush Did!"
4599	Marco Rubio	1	yes	1	Neutral	0.7122	None of the above	1		mlo531		63				8/7/15 8:47	6.30E+17		Central Time (US & Canada)		RT @cristela9: It's funny that even the Latino Republican Presidential Candidate's last name means blonde. #MarcoRubio #GOPDebate
2695	No candidate mentioned	1	yes	1	Neutral	0.6552	None of the above	0.6437		Letysiren		49				8/7/15 9:27	6.30E+17	"Nuevo México, USA"	Central Time (US & Canada)		RT @brianstelter: #GOPDebate and #JonVoyage are competing for the title of Top U.S. Twitter Trend right now 
6015	Donald Trump	0.6917	yes	1	Neutral	1	None of the above	1		Seanski50		0				8/7/15 8:26	6.30E+17	"Bruxelles, Belgium."	Brussels		Huffington Post on Instagram: “Did anyone else notice this at the #GOPdebate last night? #Trump” http://t.co/S7uTOx2lvF
5269	No candidate mentioned	0.4536	yes	0.6735	Neutral	0.6735	None of the above	0.4536		nowiknowmyabcs		7				8/7/15 8:37	6.30E+17	Northern Indiana	Indiana (East)		Lindsey Graham could be the solution for insomniacs everywhere.#GOPDebate
5990	Marco Rubio	0.6813	yes	1	Positive	0.6813	None of the above	1		WatsBoggyMean		0				8/7/15 8:27	6.30E+17				@marcorubio won that debate last night and it's not even close. Well done. #GOPDebate
8656	No candidate mentioned	1	yes	1	Neutral	0.6404	None of the above	1		tressie24		33				8/6/15 22:54	6.30E+17	ATL	Eastern Time (US & Canada)		RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
11640	No candidate mentioned	1	yes	1	Negative	1	Religion	1		ziplamak		0				8/6/15 19:33	6.29E+17	"Seattle, WA"	Arizona		Religion &amp; business degrees: the elective mental illnesses! #GOPDebates
836	Donald Trump	0.686	yes	1	Negative	0.6279	Women's Issues (not abortion though)	0.686		EscapeVelo		43				8/7/15 9:47	6.30E+17	Twitter			"RT @k_mcq: Megyn Kelly on Trump: “He can’t just keep just going after everyone attacks him!” Yes, he can, Ms. ""I’m Offended!"" Feminist. #GO…"
4709	Donald Trump	0.4108	yes	0.641	Negative	0.641	None of the above	0.4108		MillsDarryl		2				8/7/15 8:45	6.30E+17	"Carlsbad, CA"			"RT @PetraAu: I frankly don't have time for total political correctness"" Watch some of @realDonaldTrumps zingers #GOPdebatehttps://t.co/Ey…"
7246	No candidate mentioned	1	yes	1	Negative	0.6889	None of the above	1		sarahbednarz		33				8/7/15 8:08	6.30E+17		Central Time (US & Canada)		"RT @tmobrien: We aren't letting people outside of the U.S. see this, right? #GOPDebate"
6429	No candidate mentioned	0.3997	yes	0.6322	Negative	0.6322	None of the above	0.3997		mary_heisey		0				8/7/15 8:20	6.30E+17	"Charlotte, NC, USA"			"""Hell is Empty and All the Devils Are Here"": A Shakespearean Guide to the 2016 Republican Primary: http://t.co/uJOT8N7UzX #GOPDebate #GOP"
5238	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		HomerWhite		1				8/7/15 8:38	6.30E+17		Tehran		RT @Apipwhisperer: @HomerWhite HOW COME FOX WANTS TO BE THE THIRD PARTY??? #GOPDEBATE
7365	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		sallykohn		25				8/7/15 8:06	6.30E+17	here and there	Eastern Time (US & Canada)		"Common refrain at #GOPDebate? Blame political correctness for unpopularity of GOP positions -- vs, I dunno, UNPOPULARITY OF THOSE POSITIONS!"
12783	Donald Trump	1	yes	1	Positive	0.6458	FOX News or Moderators	1		OrtaineDevian		93				8/6/15 19:15	6.29E+17	"Boston, MA"			"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate #GOPDebates"
6579	No candidate mentioned	1	yes	1	Neutral	0.6877	None of the above	1		g8r84		2				8/7/15 8:18	6.30E+17		Eastern Time (US & Canada)		RT @Wise_Jones: He loaded LOL #tcot #GOPDebate #kushandalcohol https://t.co/pYWBcNRkN8
12326	Donald Trump	1	yes	1	Positive	1	FOX News or Moderators	0.6824		PamMaylee		93				8/6/15 19:23	6.29E+17		Central Time (US & Canada)		"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate #GOPDebates"
8509	Donald Trump	1	yes	1	Positive	0.3501	FOX News or Moderators	1		MarcAardvark		72				8/7/15 0:34	6.30E+17	Mount Crumpit	Eastern Time (US & Canada)		"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""#GOPDebat…"
10453	No candidate mentioned	1	yes	1	Negative	0.6729	Religion	0.6523		fbellavia		0				8/6/15 19:55	6.29E+17	ArlingtonVA	Eastern Time (US & Canada)		"That last question was crap. The constitution, the supreme law of the land, should guide a president not the bible #GOPDebates"
6740	Ted Cruz	1	yes	1	Positive	1	None of the above	1		fadboo		1				8/7/15 8:15	6.30E+17	The Choom state.	Mountain Time (US & Canada)		RT @EvilConservativ: @tedcruz was brilliant last night as always. I love #Trump/Cruz or Cruz/@CarlyFiorina ticket for the win #GOPDebate h…
9285	Mike Huckabee	1	yes	1	Neutral	0.6395	None of the above	0.6977		GizmoOlder		0				8/6/15 20:39	6.29E+17	moved from CA to NC			"#GOPDebates #Huckabee2016 Replace tax code with consumption tax, get drug dealers, pimps paying into the government."
8065	No candidate mentioned	1	yes	1	Negative	0.6774	None of the above	1		Dreamer9177		3				8/7/15 7:16	6.30E+17	"Alexandria, VA United States"	Eastern Time (US & Canada)		RT @b140tweet: @ZonkerPA A rare view from behind the stage at the #GOPDebate A behind the scene look at candidates.. #GOPDEBATES http://t…
7323	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	0.6638		ColJE10		17				8/7/15 8:07	6.30E+17	315	Atlantic Time (Canada)		RT @crazylary51: #FoxDebate #GOPDebate #Republicans THE U.S AXIS OF EVIL THAT IS #FOXNEWS http://t.co/PhvvbB7CFC”
1784	Donald Trump	1	yes	1	Negative	1	Jobs and Economy	0.6517		jojo21		38				8/7/15 9:37	6.30E+17	"Ellicott City, Maryland"	Eastern Time (US & Canada)		RT @Ryan_N_Wiggins: Trump short: Casinos fail. I'm proud I ran a casino into the ground. Trust me to make equally smart decisions for the c…
3437	No candidate mentioned	1	yes	1	Negative	0.6472	Women's Issues (not abortion though)	1		kehl_7		0				8/7/15 9:18	6.30E+17				Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/YUikaXrvtV
6903	No candidate mentioned	0.4241	yes	0.6513	Neutral	0.6513	None of the above	0.4241		dynaracer33		2				8/7/15 8:13	6.30E+17	"Stanton, Michigan"	Central Time (US & Canada)		"RT @bgittleson: Facebook: During #GOPDebate, 7.5m ppl in the U.S. made 20m interactions (likes, posts, comments and shares) related to the …"
10710	No candidate mentioned	1	yes	1	Negative	1	Racial issues	1		CharmaineTT		21				8/6/15 19:50	6.29E+17				RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
5581	Donald Trump	1	yes	1	Negative	1	FOX News or Moderators	0.6701		SardonicDesign		0				8/7/15 8:33	6.30E+17	"7,000 -14,000' above sea level"	Mountain Time (US & Canada)		What keeps Reince Priebus up at night!#GOP #RNC #TRUMP #republicans #foxnews #tcot #GOPDebate http://t.co/1j0csjUmC8
313	Jeb Bush	1	yes	1	Positive	1	None of the above	0.6563		PeakBullshit		0				8/7/15 9:52	6.30E+17				#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy
3549	Rand Paul	0.6596	yes	1	Negative	0.7021	LGBT issues	0.6596		solitaryspook		9				8/7/15 9:17	6.30E+17	"Knoxville, TN"	Eastern Time (US & Canada)		RT @iesrec: person: gay marriage?rand paul: GUNS?#GOPDebate
12925	Jeb Bush	0.6932	yes	1	Negative	1	FOX News or Moderators	1		gopgadfly		153				8/6/15 19:13	6.29E+17	United States	Central Time (US & Canada)		RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates #GOPDebates
3483	Donald Trump	1	yes	1	Negative	0.6429	None of the above	1		Mitchiavelli		2				8/7/15 9:18	6.30E+17	Lindsay Ontario	Pacific Time (US & Canada)		RT @socknstocks: I feel like trump's hair is enough to tell u he doesn't have a handle on things #GOPDebate
10439	No candidate mentioned	1	yes	1	Negative	0.6687	Religion	1		BonjourAnjor		0				8/6/15 19:55	6.29E+17				"I would just like to add that there is a SEPARATION of church and state, and it needs to stay that way. #GOPDebates"
11379	Ted Cruz	0.4196	yes	0.6477	Neutral	0.6477	None of the above	0.4196		Al_Gorelioni		1				8/6/15 19:38	6.29E+17	California	Central Time (US & Canada)		Did Ted Cruz disappear from #GOPDebates ?@FoxNews #tcot
2549	No candidate mentioned	0.4393	yes	0.6628	Neutral	0.6628	None of the above	0.2312		dominionIN		0				8/7/15 9:29	6.30E+17		New Delhi		For Whom the Bells Toll? *The Million Dollar Question! #GOPDebate
5839	Ben Carson	1	yes	1	Positive	0.6897	Racial issues	1		ColdSteal19		202				8/7/15 8:29	6.30E+17	"Flagstaff, AZ"			RT @KatiePavlich: Great statement from Carson on race divisions in America #GOPDebate
8099	Donald Trump	1	yes	1	Neutral	0.664	FOX News or Moderators	0.664		JimShuck		72				8/7/15 6:51	6.30E+17	Southern California	Pacific Time (US & Canada)		"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""#GOPDebat…"
7389	No candidate mentioned	0.449	yes	0.6701	Neutral	0.6701	None of the above	0.449		WSMVTracyKornet		0				8/7/15 8:05	6.30E+17	Nashville	Mountain Time (US & Canada)		“@TheEconomist: A clear winner of the evening? Carly Fiorina #GOPDebate http://t.co/7kTIQPddoT http://t.co/N3TKqx2Ka7”. Agree or disagree?
12566	No candidate mentioned	1	yes	1	Negative	0.6983	FOX News or Moderators	1		socalmike_SD		155				8/6/15 19:19	6.29E+17	"San Diego, CA"			RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸 #GOPDebate #GOPDebates
13197	Jeb Bush	1	yes	1	Negative	1	None of the above	1		FoxNewsMom		172				8/6/15 19:08	6.29E+17	"Carlsbad, CA"	Pacific Time (US & Canada)		RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate #GOPDebates
3366	Donald Trump	1	yes	1	Negative	1	Women's Issues (not abortion though)	1		ckalapala		0				8/7/15 9:19	6.30E+17	Earth	Central Time (US & Canada)		.@realDonaldTrump might've shot himself in the foot losing the support of women with this behavior http://t.co/JA96Jes4oU #GOPDebate
13786	Jeb Bush	1	yes	1	Negative	1	FOX News or Moderators	1		philip_batson		153				8/6/15 18:56	6.29E+17				RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates #GOPDebates
11503	Donald Trump	1	yes	1	Positive	1	FOX News or Moderators	0.704		jenilynn1001		78				8/6/15 19:35	6.29E+17	texas	Eastern Time (US & Canada)		RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate #GOPDebates
7052	Donald Trump	1	yes	1	Neutral	0.6565	None of the above	1		javaman74		0				8/7/15 8:11	6.30E+17		Pacific Time (US & Canada)		GOP Debate News - Trump Shocks GOP Faithful - http://t.co/P8qaU5oVOW -#GOPDebate #DonaldTrump http://t.co/dG6VjjVbev
9261	Donald Trump	1	yes	1	Negative	0.3575	None of the above	1		KevinKC50		278				8/6/15 20:42	6.29E+17				RT @ericstonestreet: Trump has Cam hands. #GOPDebates
5105	Donald Trump	0.4493	yes	0.6703	Positive	0.3407	Foreign Policy	0.4493		sun4jeff		68				8/7/15 8:40	6.30E+17				"RT @Writeintrump: I'm the only one on stage who can handle Iran. If anyone can understand Persians, it's a guy who lives in a Gold Penthous…"
3253	Donald Trump	1	yes	1	Negative	1	None of the above	0.684		austin_taylor31		0				8/7/15 9:21	6.30E+17				So I guess Trump Is paying off people to win debates now. 😂 #GOPDebate
6968	John Kasich	1	yes	1	Negative	0.3483	None of the above	1		kjboies		38				8/7/15 8:12	6.30E+17	yes	Central Time (US & Canada)		RT @LilaGraceRose: .@govmikehuckabee @scottwalker @governorchristie @johnkasich @JebBush Will you tell the truth about @PPact during tonigh…
6082	No candidate mentioned	0.4253	yes	0.6522	Negative	0.6522	Immigration	0.4253		EusebiaAq		0				8/7/15 8:25	6.30E+17	America	Eastern Time (US & Canada)		@bbc_chirinos Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor https://t.co/lkLfFN2LFy via @YouTube
2962	Donald Trump	1	yes	1	Negative	0.6453	None of the above	1		AmericansvsLies		131				8/7/15 9:24	6.30E+17	New York City			RT @peddoc63: This is why @realDonaldTrump is polling so high! Got it👉🏾LIARS✔️ @jimlibertarian @MaydnUSA #GOPDebate @CarmineZozzora http://…
9091	Donald Trump	0.4121	yes	0.642	Negative	0.642	FOX News or Moderators	0.4121		JewelsinMo		2				8/6/15 20:58	6.30E+17				"RT @Samstwitch: Wow, everybody's tweeting about @FoxNews', @megynkelly's bad treatment of @realDonaldTrump and #GOPDebates! Agreed!"
7750	No candidate mentioned	1	yes	1	Negative	0.6517	FOX News or Moderators	1		smoothblinknoon		2				8/7/15 9:05	6.30E+17	"New York, USA"			"RT @hellojoshpaul: @FoxNews hosts hogged 30% of the speaking time at the #GOPDebate who's running for president? Oh yeah, not the moderator…"
5421	Scott Walker	0.4209	yes	0.6488	Neutral	0.6488		0.2279		HoraceFranklin4		3				8/7/15 8:35	6.30E+17	"Chicago,Ill"	Eastern Time (US & Canada)		RT @lynnsweet: Waiting for @scottwalker at @Slyman's Jewish deli in Cleveland day after #GOPdebate http://t.co/g7PnAfwtP4
4617	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		Jimmy_Besos		0				8/7/15 8:47	6.30E+17	"Los Angeles, CA"	Pacific Time (US & Canada)		"I have changed my mind and am going to watch #Fantastic4 this weekend, because nothing could be as bad as that #GOPDebate."
9971	No candidate mentioned	1	yes	1	Neutral	0.6513	None of the above	0.6513		aharperrose		0				8/6/15 20:04	6.29E+17	"Santa Monica, CA"	Eastern Time (US & Canada)		Female anchor count: 2 Female blonde anchor count: 2#GOPDebates
12930	Donald Trump	1	yes	1	Neutral	0.6431	Jobs and Economy	0.6563		marymauldin		9				8/6/15 19:13	6.29E+17		Central Time (US & Canada)		Dig into everyone's financials if you are doing that to #Trump ! #GOPDebates
11625	Donald Trump	1	yes	1	Positive	0.3736	None of the above	1		BRYCE3376		72				8/6/15 19:33	6.29E+17	Stillwater			RT @RWSurferGirl: You would never know @realDonaldTrump is the frontrunner from watching this debate. 🇺🇸 #GOPDebate #GOPDebates
10063	John Kasich	1	yes	1	Negative	0.3676	None of the above	1		PinkPimpernel		0				8/6/15 20:02	6.29E+17		Atlantic Time (Canada)		"Unless you're talking about our schools, air quality, water quality #Kasich #GOPDebates https://t.co/znljf0zJd9"
10871	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		msgoddessrises		0				8/6/15 19:47	6.29E+17	Viva Las Vegas NV.	Pacific Time (US & Canada)		Are they going to let Chris Wallace Speak or let the sychophant continue to look at herself in the camera before asking a q? #GOPDebates
3221	Donald Trump	1	yes	1	Negative	0.6449	FOX News or Moderators	1		donkeyot56		44				8/7/15 9:21	6.30E+17	NY			RT @ThePatriot143: The most surprising part of last nights #GOPDebate was that @megynkelly didn't attack Trumps hair. @realDonaldTrump
9878	No candidate mentioned	1	yes	1	Neutral	1	Racial issues	0.6522		RockyinTX		21				8/6/15 20:07	6.29E+17				RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
13293	Jeb Bush	1	yes	1	Negative	1	None of the above	1		RayRod59		172				8/6/15 19:07	6.29E+17	Tx	Central Time (US & Canada)		RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate #GOPDebates
13129	Chris Christie	0.4233	yes	0.6506	Negative	0.3373		0.2273		2oceans1		60				8/6/15 19:09	6.29E+17	Castle Rock Colorado	Greenland		RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates
