id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	screen_name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
278	No candidate mentioned	1	yes	1	Positive	0.6774	None of the above	1		CitizenKane95		3				8/7/15 9:52	6.30E+17		Quito		RT @mattkbh: These were far and away the best tweets of last night #DebateWithBernie #GOPDebate http://t.co/GzdLtYuMNn
279	Chris Christie	1	yes	1	Neutral	1	None of the above	1		pattmlatimes		0				8/7/15 9:52	6.30E+17		Hawaii		I know now who it is that #ChrisChristie reminds me of: actor Andy Devine. #GOPDebate http://t.co/xYy8FxPjcD
280	Mike Huckabee	1	yes	1	Negative	1	Jobs and Economy	0.3441		EightfoldWay		959				8/7/15 9:52	6.30E+17				"RT @pattonoswalt: Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate"
281	No candidate mentioned	0.4025	yes	0.6344	Neutral	0.6344	None of the above	0.4025		JohaLittle		38				8/7/15 9:52	6.30E+17				RT @Bipartisanism: Hillary Clinton was watching the #GOPDebate like: http://t.co/VOkOlq52xP
282	No candidate mentioned	1	yes	1	Positive	0.6629	FOX News or Moderators	1		slickjenkins		0				8/7/15 9:52	6.30E+17	"Chattanooga, Tennessee"			@FoxNews did great by challenging the candidates in #GOPDebate. If these candidates can't handle a tough question they could never b #POTUS
283	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	0.6957		panjandrum44		56				8/7/15 9:52	6.30E+17	The brachistochrone trajectory	Eastern Time (US & Canada)		RT @k_mcq: I’d say it was the opposite. Megan Kelly acted like some SJW on Tumblr whining about feminism. Very sad. #GOPDebate https://t.c…
284	No candidate mentioned	0.4497	yes	0.6706	Positive	0.3412	None of the above	0.4497		Mariann44764635		1				8/7/15 9:52	6.30E+17	"Pomaria,SC"			RT @Conssista: Rightly so Frank. Rightly so. #GOPDebate https://t.co/32CFasI17d
285	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		jasxnadams		0				8/7/15 9:52	6.30E+17	"Keller, TX"	Central Time (US & Canada)		the number of times that ronald reagan is mentioned in the #GOPDebate is TOO DAMN HIGH
286	Donald Trump	1	yes	1	Negative	1	None of the above	1		4closureNation2		1216				8/7/15 9:52	6.30E+17	California	Arizona		"RT @pattonoswalt: If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOP…"
287	Ben Carson	1	yes	1	Positive	1	Racial issues	1		a3auntie		96				8/7/15 9:52	6.30E+17		Atlantic Time (Canada)		RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate
288	Donald Trump	1	yes	1	Negative	0.6538	Women's Issues (not abortion though)	1		libertylady44		25				8/7/15 9:52	6.30E+17				"RT @Davante_R: Women that would be offended by Trumps ""Misogyny"" most certainly don't vote Republican.Find a new fake issue Faux News.#…"
289	No candidate mentioned	1	yes	1	Negative	1	Religion	1		JaysWorldLive		1				8/7/15 9:52	6.30E+17	"Tamap, FL"	Eastern Time (US & Canada)		RT @Auntcol54: Keep religion out of politics! #GOPDebate
290	Rand Paul	1	yes	1	Neutral	0.6714	None of the above	1		sandphillips		39				8/7/15 9:52	6.30E+17	USA and proud of it.			"RT @DianneG: ""I won't be bought &amp; I won't be sold"" @randpaul after reiterating his points against @realDonaldTrump during #gopdebate"
291	No candidate mentioned	0.4074	yes	0.6383	Negative	0.3298	None of the above	0.4074		rabiaaaa_k		571				8/7/15 9:52	6.30E+17	Coolsville	Pacific Time (US & Canada)		"RT @wilw: Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate."
292	Ben Carson	1	yes	1	Positive	1	None of the above	1		113hannah		2				8/7/15 9:52	6.30E+17		Central Time (US & Canada)		RT @CampeauElliot: Dr. Ben Carson did a great job tonight! Loved your closing statement! @RealBenCarson #GOPDebate
293	Donald Trump	1	yes	1	Neutral	0.7188	FOX News or Moderators	1		TorchOnHigh		1				8/7/15 9:52	6.30E+17	Musician/Recording Eng - CA	Pacific Time (US & Canada)		RT @RedheadAndRight: Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly
294	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		held_jana		0				8/7/15 9:52	6.30E+17				“@foxnewspolitics: Behind the Fox debate: How the anchors hashed out the questions #GOPDebate They Failed
295	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		FashnDiva		0				8/7/15 9:52	6.30E+17	"Small Town, Ohio"	Quito		Did anyone get trashed playing @RollingStone's #GOPDebate drinking game? #drinkinggame
296	Donald Trump	1	yes	1	Negative	1	None of the above	1		Alisonnj		0				8/7/15 9:52	6.30E+17	Northeast USA	Eastern Time (US & Canada)		If #DonaldTrump donates to U..He can call in a favor years later?? Sounds like #TheGodfatherNOT #POTUS Thats legal?#GOPDebate #GOPClownCar
297	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		Spence4782		1				8/7/15 9:52	6.30E+17	"Lawton, Oklahoma"			RT @jediane9: Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate
298	No candidate mentioned	0.229	yes	0.6667	Neutral	0.3434	Foreign Policy	0.4444		CaffeineHound		5				8/7/15 9:52	6.30E+17	Heartland of USA	Central Time (US & Canada)		"RT @BarracudaMama: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J"""
299	Donald Trump	1	yes	1	Negative	1	None of the above	1		jojo21		8				8/7/15 9:52	6.30E+17	"Ellicott City, Maryland"	Eastern Time (US & Canada)		"RT @kesgardner: If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate"
300	Ben Carson	1	yes	1	Neutral	0.6304	None of the above	0.6304		NatResourceGal		9				8/7/15 9:52	6.30E+17	The South	Central Time (US & Canada)		"RT @AndrewHClark: .@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate"
301	Scott Walker	1	yes	1	Negative	1	Abortion	1		Mike_EH_52		19				8/7/15 9:52	6.30E+17	"HALIFAX,NS"	Atlantic Time (Canada)		RT @ChrisJZullo: Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny …
302	No candidate mentioned	1	yes	1	Negative	0.6425	Abortion	1		ShawDeuce		0				8/7/15 9:52	6.30E+17	"AnyWhere I WannaBe, USA!!"	Eastern Time (US & Canada)		Can't #UniteBlue: Abortion is a talking point in the #GOPDebate since #PPSellsBabyParts
303	No candidate mentioned	1	yes	1	Negative	0.6374	Immigration	1		Nick_1453		36				8/7/15 9:52	6.30E+17	UK	London		RT @k_mcq: Closing statements reminisce about an America that no longer exists after Ted Kennedy’s 1965 Immigration and Nationality Act. #G…
304	Chris Christie	0.4619	yes	0.6797	Neutral	0.6797	None of the above	0.4619		Hay_Bay123		12				8/7/15 9:52	6.30E+17				RT @lkwdcitizen: Can't make this up - Chris Christie stopped at a Cleveland ice cream shop before the #GOPDebate. http://t.co/V8WVYFeXx9
305	Ted Cruz	1	yes	1	Negative	1	None of the above	1		BillSeitz		224				8/7/15 9:52	6.30E+17	60010	Central Time (US & Canada)		RT @maureenjohnson: Ted Cruz is going to personally take away your telescope and try you as a witch. #GOPDebate
306	Donald Trump	0.3923	yes	0.6264	Positive	0.6264	None of the above	0.3923		shortyharris01		0				8/7/15 9:52	6.30E+17				@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America #MakeAmericaGreatAgain
307	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		EscapeVelo		50				8/7/15 9:52	6.30E+17	Twitter			RT @YoungBLKRepub: When the #GOPDebate is more exciting than anything else on tv in the past 10 years .
308	No candidate mentioned	0.6453	yes	1	Positive	0.3547	None of the above	1		levijeansc0		509				8/7/15 9:52	6.30E+17	"San Francisco, CA"	Quito		"RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate"
309	Donald Trump	1	yes	1	Neutral	0.3721	FOX News or Moderators	1		southernlady111		0				8/7/15 9:52	6.30E+17				".@megynkelly asked .@realDonaldTrump poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N"
310	No candidate mentioned	1	yes	1	Positive	0.6667	FOX News or Moderators	0.6667		MiraKarell		0				8/7/15 9:52	6.30E+17	"Gaithersburg, MD"	Central Time (US & Canada)		"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes."
311	Marco Rubio	1	yes	1	Negative	0.6958	Foreign Policy	1		stonewallrgv		12				8/7/15 9:52	6.30E+17	"McAllen, Texas"	Central Time (US & Canada)		RT @TheBaxterBean: Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdM…
312	Marco Rubio	1	yes	1	Negative	0.675	None of the above	0.675		Myop1357		19				8/7/15 9:52	6.30E+17	orlando	Eastern Time (US & Canada)		RT @TheBaxterBean: Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate ht…
313	Jeb Bush	1	yes	1	Positive	1	None of the above	0.6563		PeakBullshit		0				8/7/15 9:52	6.30E+17				#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy
314	Jeb Bush	0.3941	yes	0.6277	Negative	0.6277		0.2337		karaklev		36				8/7/15 9:52	6.30E+17	"OKC, OK"			"RT @TheJimHughes: There will be a lot of jobs available if Bush serves 2 terms, because most Conservatives will have committed suicide. #GO…"
315	No candidate mentioned	1	yes	1	Positive	1	FOX News or Moderators	1		GallSueJoe		0				8/7/15 9:52	6.30E+17	Too Blue CT	Hawaii		"Huh. Watching @FoxNews debate #1 and so far, the moderators and the participants are better! #GOPDebate"
316	Donald Trump	0.4196	yes	0.6477	Negative	0.6477		0.2282		jodagolf		9				8/7/15 9:52	6.30E+17				RT @3ChicsPolitico: Donald Trump insulted @megynkelly and ALL women and not one man on stage confronted him. None of them are worthy to be …
317	Donald Trump	0.3923	yes	0.6264	Negative	0.6264		0.234		BunnySlope		72				8/7/15 9:52	6.30E+17	Fly-over town	Central Time (US & Canada)		"RT @jjauthor: @learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://…"
318	No candidate mentioned	1	yes	1	Negative	0.6407	None of the above	1		MYKALFURY		14				8/7/15 9:52	6.30E+17	METAL * ROCK * GRUNGE			RT @AndreaTantaros: About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on …
319	No candidate mentioned	0.6471	yes	1	Negative	0.6706	FOX News or Moderators	1		Al_Rodricks		21				8/7/15 9:52	6.30E+17	"Emerald City, Land of OZ"	Eastern Time (US & Canada)		RT @renomarky: EARTH TO @megynkelly THIS AINT ABOUT YOU! #GOPDebate #FoxDebate #MegynKelly #MegynKellyDebateQuestions http://t.co/yxHy…
320	Rand Paul	1	yes	1	Neutral	0.6667	None of the above	1		jojo21		17				8/7/15 9:52	6.30E+17	"Ellicott City, Maryland"	Eastern Time (US & Canada)		RT @kesgardner: And Rand Paul lands the first haymaker of the night. #GOPDebate
321	No candidate mentioned	0.4801	yes	0.6929	Neutral	0.6929	None of the above	0.4801		randomrid2		2				8/7/15 9:52	6.30E+17	www.tommyrobinson.co.uk			RT @TaraSetmayer: Coming up on @WilkowMajority at 1220pm live! @SIRIUSXM #Patriot125 post #GOPDebate
322	No candidate mentioned	0.4594	yes	0.6778	Neutral	0.6778	None of the above	0.4594		JaxAlemany		0				8/7/15 9:52	6.30E+17	 D.C. | N.H. 	Quito		"""Because Republicans don't like Rosie O'Donnell."" ICYMI, @FrankLuntz #GOPDebate debrief this AM on @CBSThisMorning http://t.co/nQIUIccOlB"
323	No candidate mentioned	0.4682	yes	0.6843	Negative	0.6843	None of the above	0.4682		msadrienne29		0				8/7/15 9:52	6.30E+17				"#FFF: Highlights from this week include #NationalUnderwearDay, the #GOPDebate, and #JonVoyage. Officially. The. Worst. Week. Ever.#TGIF"
324	No candidate mentioned	1	yes	1	Neutral	0.6736	None of the above	1		BioAnnie1		1				8/7/15 9:52	6.30E+17		Hawaii		RT @greenspaceguy: @TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) htt…
325	No candidate mentioned	0.4233	yes	0.6506	Negative	0.6506	None of the above	0.4233		jojo21		7				8/7/15 9:52	6.30E+17	"Ellicott City, Maryland"	Eastern Time (US & Canada)		"RT @kesgardner: Of course, the AssClown won't pledge not to run as a third party candidate. #GOPDebate"
326	Donald Trump	0.6786	yes	1	Negative	1	None of the above	1		SadhbhWalshe		0				8/7/15 9:52	6.30E+17		Dublin		"Paul Krugman sums up what happended last night: ""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate"
327	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6632		AuthorRCallari		1				8/7/15 9:52	6.30E+17		Atlantic Time (Canada)		RT @EQphoto: Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning
328	Donald Trump	0.686	yes	1	Negative	0.686	None of the above	0.686		Michael6395951		240				8/7/15 9:52	6.30E+17	"California, USA"			RT @AnthonyMarlowe: #Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate h…
329	No candidate mentioned	1	yes	1	Negative	0.6778	FOX News or Moderators	0.6778		WhatRepublic		0				8/7/15 9:52	6.30E+17	Soviet Republik of Kalifornia 	Eastern Time (US & Canada)		@megynkelly you disgraced yourself last night #GOPDebate
330	Donald Trump	0.4265	yes	0.6531	Negative	0.6531	None of the above	0.4265		KasenFanning		26				8/7/15 9:52	6.30E+17		Eastern Time (US & Canada)		RT @proginosko: Prediction: in the final #GOPDebate Donald Trump will tear off his #MissionImpossible mask to reveal a smirking Jon Stewart.
331	No candidate mentioned	1	yes	1	Positive	0.3488	None of the above	0.6744		Nic_Pel		0				8/7/15 9:52	6.30E+17	"Québec, Canada"	Eastern Time (US & Canada)		"#Fallon to Jon #Stewart: ""Please Come Back, I Can’t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics"
332	No candidate mentioned	1	yes	1	Neutral	1	Foreign Policy	1		EJudy87306745		21				8/7/15 9:52	6.30E+17				"RT @BBCJonSopel: In midst of #GOPDebate came big blow to @BarackObama with announcement that leading Jewish Democrat, Sen. Schumer, won't b…"
333	Ted Cruz	1	yes	1	Negative	0.6865	None of the above	1		jojo21		4				8/7/15 9:52	6.30E+17	"Ellicott City, Maryland"	Eastern Time (US & Canada)		RT @kesgardner: Ted Cruz is angling himself to be a slightly less loony version of Donald Trump. #GOPDebate
334	Donald Trump	1	yes	1	Negative	0.3596	FOX News or Moderators	0.6966		RedheadAndRight		1				8/7/15 9:52	6.30E+17		Pacific Time (US & Canada)		Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly
335	No candidate mentioned	1	yes	1	Negative	1	Abortion	0.6596		slone		32				8/7/15 9:52	6.30E+17	♥ Right where God wants me ♥	Eastern Time (US & Canada)		RT @toddstarnes: That abortion question — disgusting. #GOPDebate
336	No candidate mentioned	1	yes	1	Negative	0.7021	FOX News or Moderators	1		walotusi		0				8/7/15 9:52	6.30E+17	"Bi-Coastal, U.S.A"			@nytimes and @CNN praised @FoxNews and they thought they did a good job #GOPDebate Not a good thing
337	No candidate mentioned	1	yes	1	Neutral	0.7024	None of the above	1		RonBasler1		1				8/7/15 9:52	6.30E+17	"California, USA"			"RT @TexasCruzn: RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on http://t…"
338	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		patrickbobo		2				8/7/15 9:52	6.30E+17	"Chattanooga, TN"	Eastern Time (US & Canada)		"RT @jstephencarter: My #hottake: Carly Fiorina became a 1st tier candidate yesterday. Otherwise, #GOPDebate changed nothing/will be ancient…"
339	Donald Trump	0.2275	yes	0.6501	Negative	0.3499	Women's Issues (not abortion though)	0.2275		MarIntroini		0				8/7/15 9:52	6.30E+17	International			#GOPDebate: a lesson for coming months: quality and not quantity in words &amp; time for tangible and believable propsalshttp://t.co/YHvNoEinyi
340	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		IgnatzLaird		0				8/7/15 9:52	6.30E+17				"When CNN and the New York Times are praising the @FoxNews moderators, you know they did it completely wrong. #GOPDebate"
341	No candidate mentioned	1	yes	1	Neutral	0.6738	None of the above	1		Juggernaut_08		33				8/7/15 9:52	6.30E+17	Texas			RT @LindaSuhler: First Republican Debate: The Candidate Report Card.@benshapiro#GOPDebatehttp://t.co/9mFIPuCSLG#tcot http://t.co/ZvHw0…
342	No candidate mentioned	1	yes	1	Neutral	0.643	None of the above	1		miggiesmalls		25				8/7/15 9:52	6.30E+17	78721	Central Time (US & Canada)		"RT @evanmcmurry: According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republican: https://t.co/cUv3aF…"
343	No candidate mentioned	0.4123	yes	0.6421	Positive	0.3263	FOX News or Moderators	0.4123		TVNewsLab		0				8/7/15 9:52	6.30E+17	"Washington, DC"	Eastern Time (US & Canada)		".@megynkelly displayed ""utmost authority"" at @foxnews #GOPDebate, critic says. http://t.co/8JbvwJTj3T http://t.co/mel8jxm19b"
344	Donald Trump	1	yes	1	Negative	1	Racial issues	1		globalnation		27				8/7/15 9:52	6.30E+17		Hawaii		"RT @TUSK81: Not one candidate spoke up against Trump's mass-deportation plan, &amp; not one condemned his racist comments. Latinos won't forget…"
345	Donald Trump	1	yes	1	Positive	1	None of the above	1		MelisaAnnis		0				8/7/15 9:52	6.30E+17	"Brooklyn, NY"	Quito		Donald is my hero.  #GOPDebate http://t.co/9ZZFLChJQO
346	No candidate mentioned	1	yes	1	Negative	0.6196	None of the above	1		evil0men		55				8/7/15 9:52	6.30E+17				RT @GerryDuggan: The Kryptonian science council was more worried about climate change than these scary people. #GOPDebate
347	No candidate mentioned	0.3923	yes	0.6264	Negative	0.6264		0.234		ldandladies		0				8/7/15 9:52	6.30E+17				Withholding my very valuable presidential endorsement until I hear about everyone's point of view on the 2nd amendment #GOPDebate
348	No candidate mentioned	1	yes	1	Neutral	0.6322	None of the above	1		RonBasler1		1				8/7/15 9:52	6.30E+17	"California, USA"			"RT @ArcticFox2016: RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on http:…"
